1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
96,P. 06KLK,Lasolo - Konaweha,DAS Konaweha,1,9,741000003,Kolaka Timur,Ladongi,Putemata,13,13,D.I. Putemata,,4.4,,,,,,,,,,,,,-,,1997/1998,,Rusak,,,,,,,,,,,,,,,,
97,P. 27BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600031,Bombana,Rumbia,Lantari,14,14,D.I. Lantari,,19.2,,,,,,,,,,,,,-,,1996/1997,,,,,,,,,,,,,,,,,"4°37'19.04""","121°59'37.09"""
98,P. 06MNA,Muna,DAS Katangana,1,9,740500003,Muna Barat,Toworo Selatan,Parura Jaya,16,16,D.I. Maginti,,20,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
99,P. 48KDI,Poleang - Roraya,DAS Moolo,1,9,740500057,Konawe Selatan,Tinanggea,Lapulu,12,12,D.I. Lapulu,,2.5,,,,,,,,,,,,,-,,1997/1998,,,,,,,,,,,,,,,,,,
100,P. 07 MNA,Muna,DAS Katangana,1,9,740500002,Muna Barat,Toworo Selatan,Kasimpa Jaya,18,18,D.I. Maginti,,20,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
101,P. 28BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600032,Bombana,Rumbia,Lantari,15,15,D.I. Lantari,,17,,,,,,,,,,,,,-,,1996/1997,,,,,,,,,,,,,,,,,"4°37'21.34""","121°0'15.09"""
102,P. 29BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600033,Bombana,Rumbia,Lantari,15,15,D.I. Lantari,,12.5,,,,,,,,,,,,,-,,1996/1997,,,,,,,,,,,,,,,,,,
103,P. 49KDI,Poleang - Roraya,DAS Moolo,1,9,740500058,Konawe Selatan,Tinanggea,Lapulu,12,12,D.I. Lapulu,,13.5,,,,,,,,,,,,,-,,1997/1998,,,,,,,,,,,,,,,,,,
104,P. 07KDI,Poleang - Roraya,DAS Kambu,1,9,740500027,Konawe Selatan,Konda,Alebo,-,-,D.I. Lambusa,,3.5,,,,,,,,,,,,,200,,1993/1994,,,,,,,,,,,,,,,,,,
105,P. 50 BTN,Buton,DAS Bau - Bau,1,9,740100001,Buton,Sorawolio,Kaisabu,-,-,,,0.5,,,,,,,,,,,,,150,,2006,,,,,,,,,,,,,,,,,,
106,P. 07KLK,Towari - Lasusua,DAS Poeha,1,9,740400004,Kolaka,Watubangga,Watubangga,14,14,D.I. Watubangga,,6.93,,,,,,,,,,,,,-,,2006,,Rusak Berat,,,,,,,,,,,,,,,,
107,P. 50KDI,Poleang - Roraya,DAS Roraya,1,9,740500088,Konawe Selatan,Palangga,Palangga,11,11,,,3.1,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,,
108,P. 08 KDI,Poleang - Roraya,DAS Kaku,1,9,740500048,Konawe Selatan,Tinanggea,Lapoa,23,23,D.I. Lapoa,,14.2,,,,,,,,,,,,,-,,1993/1994,,,,,,,,,,,,,,,,,"4°27'9.11""","122°11'9.89"""
109,P. 51KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700040,Konawe,Sampara,Anggalomeare,14,14,,,3.5,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°58'21.21""","122°25'49.02"""
110,P. 08 MNA,Muna,DAS Katangana,1,9,740500001,Muna Barat,Toworo Selatan,Katangana,20,20,D.I. Maginti,,20,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
111,P. 52KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700002,Konawe,Amonggedo,Amonggedo,16,16,D.I. Amonggedo,,19.11,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°52'54.13""","122°13'26.54"""
112,P. 30BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600034,Bombana,Rumbia,Lantari,13,13,D.I. Lantari,,12.5,,,,,,,,,,,,,-,,1996/1997,,,,,,,,,,,,,,,,,"4°37'12.54""","121°59'24.93"""
113,P. 35BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600035,Bombana,Rumbia,Lantari,9,9,D.I. Lantari,,6.93,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°38'52.12""","121°59'23.01"""
114,P. 08KLK,Towari - Lasusua,DAS Poeha,1,9,740400005,Kolaka,Watubangga,Watubangga,17,17,D.I. Watubangga,,8.4,,,,,,,,,,,,,-,,2006,,Rusak Berat,,,,,,,,,,,,,,,,
115,P. 53KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700004,Konawe,Pondidaha,Puasana,15,15,D.I. Amonggedo,,19.11,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,,
116,P. 09 KLK,Towari - Lasusua,DAS Wolulu,1,9,740400007,Kolaka,Polinggona,Wulonggore,-,-,,,5.32,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
117,P. 40 BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600036,Bombana,Rumbia,Lantari,9,9,D.I. Lantari,,15.14,,,,,,,,,,,,,-,,1998/2000,,,,,,,,,,,,,,,,,"4°37'20.90""","122° 0'1.72"""
118,P. 09 MNA,Muna,DAS Wangkaborona,1,9,740200001,Muna,Watupute,Labaha,17,17,D.I. Maginti,,20,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
119,P. 54KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700003,Konawe,Amonggedo,Amonggedo,10,10,D.I. Amonggedo,,14.23,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°53'8.99""","122°12'57.34"""
120,P. 41BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600037,Bombana,Rumbia,Lantari,9,9,D.I. Lantari,,15.14,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°37'44.80""","121°59'41.50"""
121,P. 55KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700005,Konawe,Pondidaha,Puasana,16,16,D.I. Amonggedo,,3.5,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°51'33.86""","122°3'34.92"""
122,P. 09KDI,Poleang - Roraya,DAS Kaku,1,9,740500049,Konawe Selatan,Tinanggea,Lapoa,25,25,D.I. Lapoa,,10.5,,,,,,,,,,,,,-,,1993/1994,,,,,,,,,,,,,,,,,"4°27'13.35""","122°10'19.31"""
123,P. 56KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700006,Konawe,Pondidaha,Watulawu,15,15,D.I. Watulawu,,14.23,,,,,,,,,,,,,-,,1998/999,,,,,,,,,,,,,,,,,"3°51'33.86""","122°12'36.92"""
124,P. 100KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700025,Konawe,Pondidaha,Amesiu,20,20,,,18,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"3°558'12.55""","122°15'32.38"""
125,P. 57KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700007,Konawe,Pondidaha,Watulawa,20,20,,,14.23,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°53'13.34""","122°12'45.57"""
126,P. 102KDI,Poleang - Roraya,DAS Kambu,1,9,740500025,Konawe Selatan,Ranomeeto,Ambaipua,-,-,,,15,,,,,,,,,,,,,-,,2003,,,,,,,,,,,,,,,,,,
127,P. 58KDI,Poleang - Roraya,DAS Moolo,1,9,740500059,Konawe Selatan,Tinanggea,Lapulu,18,18,D.I. Lapulu,,19.11,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°28'31.79""","122°15'12.36"""
128,P. 103KDI,Poleang - Roraya,DAS Kaku,1,9,740500071,Konawe Selatan,Tinanggea,Rapea,16,16,D.I. Ngapaha,,15,,,,,,,,,,,,,-,,2003,,,,,,,,,,,,,,,,,4°27'31.14',"122°12'32.06"""
129,P. 59KDI,Poleang - Roraya,DAS Moolo,1,9,740500060,Konawe Selatan,Tinanggea,Lapulu,19,19,D.I. Lapulu,,19.11,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°28'7.68""","122°14'5.80"""
130,P. 104KDI,Poleang - Roraya,DAS Kaku,1,9,740500072,Konawe Selatan,Tinanggea,Ngapaha,18,18,D.I. Ngapaha,,15,,,,,,,,,,,,,-,,2003,,,,,,,,,,,,,,,,,,
131,P. 60KDI,Poleang - Roraya,DAS Roraya,1,9,740500066,Konawe Selatan,Tinanggea,Moolo Indah,16,16,D.I. Molo Indah,,14.23,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°28'8.76""","122°17'50.01"""
132,P. 105KDI,Poleang - Roraya,DAS Kaku,1,9,740500073,Konawe Selatan,Tinanggea,Ngapaha,7,7,D.I. Ngapaha,,15,,,,,,,,,,,,,-,,2003,,,,,,,,,,,,,,,,,"4°26'41.64""","122°131'24.78"""
133,P. 61KDI,Poleang - Roraya,DAS Roraya,1,9,740500067,Konawe Selatan,Tinanggea,Moolo Indah,14,14,D.I. Molo Indah,,14.23,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°28'25.36""","122°17'49.61"""
134,P. 106 KDI,Poleang - Roraya,DAS Roraya,1,9,740500117,Konawe Selatan,Andolo,Andolo Utara,4,4,,,1.5,,,,,,,,,,,,,-,,2003,,,,,,,,,,,,,,,,,,
135,P. 62KDI,Poleang - Roraya,DAS Roraya,1,9,740500068,Konawe Selatan,Tinanggea,Moolo Indah,10,10,D.I. Molo Indah,,10.19,,,,,,,,,,,,,-,,1998/1999,2008,,,,,,,,,,,,,,,,"4°28'15.59""","122°17'44.20"""
136,P. 107 KDI,Poleang - Roraya,DAS Roraya,1,9,740500118,Konawe Selatan,Andolo,Andolo Utara,5,5,,,2.5,,,,,,,,,,,,,-,,2003,,,,,,,,,,,,,,,,,,
137,P. 64KDI,Poleang - Roraya,DAS Moolo,1,9,740500061,Konawe Selatan,Tinanggea,Lapulu,16,16,D.I. Lapulu,,14.23,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°27'58.65""","122°15'27.25"""
138,P. 108 KDI,Poleang - Roraya,DAS Anduonohu,1,9,740300004,Konawe Selatan,Poasia,Unhalu,3,3,,,3,,,,,,,,,,,,,-,,2003,,,,,,,,,,,,,,,,,"4°0'30,85""","122°31'30,74"""
139,P. 65KDI,Poleang - Roraya,DAS Moolo,1,9,740500062,Konawe Selatan,Tinanggea,Lapulu,14,14,D.I. Lapulu,,14.23,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°28'15.51""","122°14'50.34"""
140,P. 109KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700029,Konawe,Puriala,Sonay,10,10,,,8,,,,,,,,,,,,,-,,2004,,,,,,,,,,,,,,,,,"4°1'40.91""","122°7'23.07"""
141,P. 66KDI,Poleang - Roraya,DAS Kambu,1,9,740500013,Konawe Selatan,Ranomeeto,Ranomeeto,15,15,D.I. Ranomeeto,,6.23,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°3'4.05""","122°28'4.84"""
142,P. 42BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600038,Bombana,Rumbia,Lantari,8,8,D.I. Lantari,,14,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°37'33.76""","121°59'42.30"""
143,P. 67KDI,Poleang - Roraya,DAS Kambu,1,9,740500029,Konawe Selatan,Konda,Lambusa,8,8,D.I. Lambusa,,5.58,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,,
144,P. 10KDI,Poleang - Roraya,DAS Kaku,1,9,740500050,Konawe Selatan,Tinanggea,Lapoa,15,15,D.I. Lanowulu,,10.7,,,,,,,,,,,,,-,,1993/1994,2011,,,,,,,,,,,,,,,,"4°27'28.77""",122°8'38.29
145,P. 68KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700014,Konawe,Pondidaha,Watulawa I,15,15,D.I Amandete,,10.19,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°53'20.72""","122°12'32.30"""
146,P. 10KLK,Towari - Lasusua,DAS Wolulu,1,9,740400008,Kolaka,Polinggona,Wulonggore,-,-,,,21.4,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
147,P. 69KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700015,Konawe,Pondidaha,Watulawa II,15,15,,,14.23,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°53'24.72""","122°12'20.50"""
148,P. 11 KDI,Poleang - Roraya,DAS Kambu,1,9,740500003,Konawe Selatan,Ranomeeto,Jati Bali,17,17,D.I. Jati Bali,,10.2,,,,,,,,,,,,,-,,1993/1995,,,,,,,,,,,,,,,,,,
149,P. 70KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700016,Konawe,Pondidaha,Watulawa III,12,12,,,10.19,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°53'24.50""","122°11'56.89"""
150,P. 110KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700030,Konawe,Puriala,Puusangi,30,30,D.I. Puusangi,,20,,,,,,,,,,,,,-,,2004,,,,,,,,,,,,,,,,,"4°0'6.64""","122°6'1.85"""
151,P. 71KDI,Poleang - Roraya,DAS Kambu,1,9,740500014,Konawe Selatan,Ranomeeto,Ranomeeto,18,18,D.I. Ranomeeto,,8.47,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"4°2'12.70""","122°27'21.35"""
152,P. 113 KNS,Poleang - Roraya,DAS Roraya,1,9,740500119,Konawe Selatan,Andolo,Bimamara,-,-,,,2,,,,,,,,,,,,,-,,2005,,,,,,,,,,,,,,,,,"4°19'32.31""","122°7'14.52"""
153,P. 72KDI,Poleang - Roraya,DAS Kambu,1,9,740500015,Konawe Selatan,Ranomeeto,Ranomeeto,16,16,D.I. Ranomeeto,,8.23,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"4°3'12.68""","122°27'15.93"""
154,P. 114KNS,Poleang - Roraya,DAS Kaku,1,9,740500074,Konawe Selatan,Tinanggea,Asingi,20,20,D.I. Asingi,,11.2,,,,,,,,,,,,,-,,2005,,,,,,,,,,,,,,,,,"4°26'31.80""","122°12'26.87"""
155,P. 73 KDI,Poleang - Roraya,DAS Kambu,1,9,740500016,Konawe Selatan,Ranomeeto,Ranomeeto,20,20,D.I. Ranomeeto,,5.68,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"4°3'20.53""","122°28'1.00"""
156,P. 115KNS,Poleang - Roraya,DAS Kaku,1,9,740500075,Konawe Selatan,Tinanggea,Asingi,11,11,D.I. Asingi,,11.75,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,"4°26'49.71""","122°12'17.57"""
157,P. 74KDI,Poleang - Roraya,DAS Kambu,1,9,740500017,Konawe Selatan,Ranomeeto,Ranomeeto,17,17,D.I. Ranomeeto,,5.58,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"4°3'10.54""","122°28'13.36"""
158,P. 116KNS,Poleang - Roraya,DAS Kaku,1,9,740500076,Konawe Selatan,Tinanggea,Asingi,-,-,D.I. Asingi,,10,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,"4°27'14.79""","122°12'23.48"""
159,P. 75KDI,Poleang - Roraya,DAS Roraya,1,9,740500070,Konawe Selatan,Tinanggea,Wali Melowe,17,17,,,9.31,,,,,,,,,,,,,-,,1999/2000,2008,,,,,,,,,,,,,,,,,
160,P. 118KNS,Poleang - Roraya,DAS Manggabutu,1,9,740500078,Konawe Selatan,Tinanggea,Wadonggo,15,15,D.I. Wadonggo,,17,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,"4°27'59.58""","122°96'16.76"""
161,P. 76KDI,Poleang - Roraya,DAS Roraya,1,9,740500089,Konawe Selatan,Angata,Lipu masagena,8,8,D.I. Lipumasagena,,7.68,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"4°17'44.18""","122°3'47.07"""
162,P. 119KDI,Poleang - Roraya,DAS Moolo,1,9,740500064,Konawe Selatan,Tinanggea,Lapulu,-,-,D.I. Lapulu,,25,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,"4°28'8.92""","122°15'38.56"""
163,P. 77KDI,Poleang - Roraya,DAS Roraya,1,9,740500091,Konawe Selatan,Angata,Basala,20,20,D.I. Basala,,8.48,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"4°17'55.86""","122°3'12.90"""
164,P. 119KNS,Poleang - Roraya,DAS Manggabutu,1,9,740500077,Konawe Selatan,Tinanggea,Wadonggo,18,18,D.I. Wadonggo,,18,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,"4°28'8.57""","122°96'22.82"""
165,P. 78KDI,Poleang - Roraya,DAS Roraya,1,9,740500090,Konawe Selatan,Angata,Lipu masagena,-,-,D.I. Lipumasagena,,6.93,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,,
166,P. 43BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600039,Bombana,Rumbia,Lantari,9,9,D.I. Lantari,,12.6,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°37'21.00""",
167,P. 79KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700008,Konawe,Pondidaha,Watulawa,27,27,,,14.46,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,,
168,P. 11KLK,Towari - Lasusua,DAS Wolulu,1,9,740400009,Kolaka,Polinggona,Wulonggore,-,-,,,13.86,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
169,P. 80KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700009,Konawe,Pondidaha,Watulawa,26,26,,,15.46,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°53'23.07""","122°12'5.13"""
170,P. 12 KDI,Poleang - Roraya,DAS Kambu,1,9,740500004,Konawe Selatan,Ranomeeto,Jati Bali,22,23,D.I. Jati Bali,,11.25,,,,,,,,,,,,,-,,1993/1994,2011,,,,,,,,,,,,,,,,,
171,P. 81KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700010,Konawe,Pondidaha,Watulawa,25,25,,,15.14,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°53'39.04""","122°12'10.11"""
172,P. 120 KNS,Poleang - Roraya,DAS Aosole,1,9,740500120,Konawe Selatan,Lainea,Lambakara,-,-,,,12.11,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,"4°20'42.53""","122°29'29.25"""
173,P. 82KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700011,Konawe,Pondidaha,Watulawa,18,18,D.I. Watulawu,,11.71,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°52'52.67""","122°12'57.42"""
174,P. 121KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700031,Konawe,Puriala,Puusangi,11,11,D.I. Puusangi,,10.19,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,"3°59'52.62""","122°6'18.99"""
175,P. 83KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700012,Konawe,Pondidaha,Watulawa,17,17,D.I. Watulawu,,14.71,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°52'56.30""","122°12'36.02"""
176,P. 122KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700032,Konawe,Puriala,Puusangi,18,18,D.I. Puusangi,,24.86,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,"3°59'49.38""","122°6'29.75"""
177,P. 84KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700013,Konawe,Pondidaha,Watulawa,24,24,,,14.68,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°52'58.14""","122°12'20.10"""
178,P. 123KNW,Lasolo - Konaweha,DAS Konaweha,1,9,740700033,Konawe,Puriala ,Puusangi,12,12,D.I. Puusangi,,14.23,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,"3°59.51.63""","122°6'2.45"""
179,P. 85KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700017,Konawe,Pondidaha,Amandete,17,17,,,15.37,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°52'35.27""","122°13'17.80"""
180,P. 124KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700034,Konawe,Puriala,Lalonggatu,14,14,,,10.01,,,,,,,,,,,,,-,,2006,,,,,,,,,,,,,,,,,"3°59'44.77""","122°5'40.18"""
181,P. 86KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700018,Konawe,Pondidaha,Amandete,18,18,D.I. Watulawu,,14.23,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°52'18.28""","122°12'11.93"""
182,P. 125 KDI,Poleang - Roraya,DAS Kambu,1,9,740300005,Kendari,Baruga ,Amohalo,8,8,D.I. Nanga - Nanga,,20,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,"4°4'31,74""","122°31'9,29"""
183,P. 87KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700019,Konawe,Pondidaha,Amandete,17,17,,,14.23,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°52'43.26""","122°12'15.48"""
184,P. 126 KDI,Poleang - Roraya,DAS Kambu,1,9,740300006,Kendari,Baruga ,Amohalo,15,15,D.I. Nanga - Nanga,,15,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,"4°4'37,54""","122°31'5,36"""
185,P. 88   ,Lasolo - Konaweha,DAS Konaweha,1,9,741000009,Kolaka Timur,Ladongi,Lalowosua,-,-,,,,,,,,,,,,,,,,-,,1998,,,,,,,,,,,,,,,,,,
186,P. 127 KDI,Poleang - Roraya,DAS Kambu,1,9,740300007,Kendari,Baruga ,Amohalo,17,17,D.I. Nanga - Nanga,,14,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,"4°4'46,85""","122°31'5,91"""
187,P. 88KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700020,Konawe,Pondidaha,Amandete,18,18,D.I. Watulawu,,8.47,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"3°52'51.72""","122°13'9.82"""
188,P. 128 KDI,Poleang - Roraya,DAS Kambu,1,9,740300008,Kendari,Baruga ,Amohalo,16,16,D.I. Nanga - Nanga,,8,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,"4°5'15,91""","122°31'21,59"""
189,P. 89  ,Lasolo - Konaweha,DAS Konaweha,1,9,741000010,Kolaka Timur,Ladongi,Lalowosua,-,-,,,,,,,,,,,,,,,,-,,1998,,,,,,,,,,,,,,,,,,
190,P. 129 KNS,Poleang - Roraya,DAS Kambu,1,9,740500031,Konawe Selatan,Konda,Lawoila,13,13,D.I. Lawoila,,15,,,,,,,,,,,,,-,,2008,2010,,,,,,,,,,,,,,,,,
191,P. 89KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700021,Konawe,Pondidaha,Amandete,18,18,,,8.47,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"3°52'51.72""","122°12'8.08"""
192,P. 44BTN,Poleang - Roraya,DAS Lantawanua,1,9,740600040,Bombana,Rumbia,Lantari,8,8,D.I. Lantari,,14.5,,,,,,,,,,,,,-,,1998/1999,,,,,,,,,,,,,,,,,"4°37'22.26""","121°59'57.82"""
193,P. 90KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700022,Konawe,Pondidaha,Amandete,17,17,,,20.23,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"3°52'29.24""",122°11'57.92'
194,P. 12KLK,Towari - Lasusua,DAS Wolulu,1,9,740400010,Kolaka,Polinggona,Wulonggore,-,-,,,13.22,,,,,,,,,,,,,-,,2012,,,,,,,,,,,,,,,,,,
195,P. 91KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700023,Konawe,Pondidaha,Amandete,19,19,,,11.54,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"3°53'1.54""","122°11'59.34"""
196,P. 13 KDI,Poleang - Roraya,DAS Kambu,1,9,740500005,Konawe Selatan,Ranomeeto,Jati Bali,22,22,D.I. Jati Bali,,13.1,,,,,,,,,,,,,-,,1993/1994,2011,,,,,,,,,,,,,,,,,
197,P. 92KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700024,Konawe,Pondidaha,Amandete,17,17,,,19.03,,,,,,,,,,,,,-,,1999/2000,,,,,,,,,,,,,,,,,"3°52'37.70""","122°11'51.59"""
198,P. 130 KNS,Poleang - Roraya,DAS Kambu,1,9,740500032,Konawe Selatan,Konda,Lawoila,17,17,D.I. Lawoila,,18,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
199,P. 94 KDI,Poleang - Roraya,DAS Andinete,1,9,740500114,Konawe Selatan,Kolono,Langgowala,,,D.I. Langgowala,,2,,,,,,,,,,,,,-,,2001,,,,,,,,,,,,,,,,,,
200,P. 131 KNS,Poleang - Roraya,DAS Kambu,1,9,740500033,Konawe Selatan,Konda,Lawoila,12,12,D.I. Lawoila,,15,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
201,P. 95KDI,Poleang - Roraya,DAS Andinete,1,9,740500115,Konawe Selatan,Kolono,Langgowala,10,10,D.I. Langgowala,,8,,,,,,,,,,,,,-,,2001,,,,,,,,,,,,,,,,,"4°18'45.12""","122°39'38.61"""
202,P. 132 KNS,Poleang - Roraya,DAS Kambu,1,9,740500034,Konawe Selatan,Konda,Lawoila,18,18,D.I. Lawoila,,10,,,,,,,,,,,,,-,,2008,2011,,,,,,,,,,,,,,,,,
203,P. 96 KDI,Poleang - Roraya,DAS Andinete,1,9,740500116,Konawe Selatan,Kolono,Langgowala,20,20,D.I. Langgowala,,12.47,,,,,,,,,,,,,-,,2001,,,,,,,,,,,,,,,,,4°18'35.91,"122°39'48.15"""
204,P. 133 KNS,Poleang - Roraya,DAS Kambu,1,9,740500035,Konawe Selatan,Konda,Lawoila,12,12,D.I. Lawoila,,12,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
205,P. 97KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700026,Konawe,Abuki,Asolu,9,9,D.I. Asolu,,10,,,,,,,,,,,,,-,,2002,,,,,,,,,,,,,,,,,"3°44'17.83""",122°53'38.00'
206,P. 134 KNS,Poleang - Roraya,DAS Kambu,1,9,740500036,Konawe Selatan,Konda,Lawoila,11,11,D.I. Lawoila,,6,,,,,,,,,,,,,-,,2008,,,,,,,,,,,,,,,,,,
207,P. 98KDI,Lasolo - Konaweha,DAS Konaweha,1,9,740700027,Konawe,Abuki,Asolu,4,4,D.I. Asolu,,15,,,,,,,,,,,,,-,,2002,,,,,,,,,,,,,,,,,"3°44'0.87""","121°53'21.24"""
208,P. 135KNS,Poleang - Roraya,DAS Manggabutu,1,9,740500079,Konawe Selatan,Tinanggea,Wadonggo,20,20,D.I. Wadonggo,,20,,,,,,,,,,,,,-,,2008,2011,,,,,,,,,,,,,,,,,
